City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,lagos,6.5833,3.75,25.18,92,91,1.21,NG,1713742204
297,alausi,-2.2,-78.8333,10.62,98,100,1.08,EC,1713742489
298,nagqu,31.5,92.0,-0.65,42,87,1.49,CN,1713742489
299,awjilah,29.1081,21.2869,24.86,21,100,5.94,LY,1713742491
300,divnomorskoye,44.5011,38.1353,12.88,94,2,2.36,RU,1713742491
301,anna regina,7.2644,-58.5077,26.32,74,100,4.1,GY,1713742492
302,idabel,33.8957,-94.8263,18.79,36,14,6.17,US,1713742492
303,keetmanshoop,-26.5833,18.1333,23.51,28,9,0.51,NA,1713742493
304,alofi,-19.0595,-169.9187,29.94,62,40,4.63,NU,1713742434
305,chibougamau,49.9168,-74.3659,-8.21,62,100,4.63,CA,1713742372
306,shenjiamen,29.9576,122.298,14.19,97,100,2.2,CN,1713742493
307,khandyga,62.6667,135.6,1.53,95,100,0.82,RU,1713742377
308,stjordalshalsen,63.4681,10.9262,1.62,59,6,4.12,NO,1713742494
309,nar'yan-mar,67.6713,53.087,-23.83,100,51,2.24,RU,1713742294
310,luderitz,-26.6481,15.1594,17.57,69,30,2.69,NA,1713742494
311,bodaybo,57.8506,114.1933,2.91,96,100,1.17,RU,1713742495
312,nuuk,64.1835,-51.7216,2.34,93,100,13.38,GL,1713742435
313,susuman,62.7833,148.1667,-9.45,88,93,0.89,RU,1713742337
314,de panne,51.0792,2.5917,7.23,85,20,2.57,BE,1713742495
315,howrah,22.5892,88.3103,31.0,74,40,2.06,IN,1713742495
316,el hadjira,32.6134,5.5126,17.38,43,57,6.56,DZ,1713742496
317,banff,51.1762,-115.5698,6.57,36,100,4.12,CA,1713742471
318,bovolone,45.2548,11.1263,9.58,73,100,6.15,IT,1713742496
319,happy valley-goose bay,53.3168,-60.3315,5.17,81,100,1.54,CA,1713742458
320,kaa-khem,51.6833,94.7333,1.89,45,100,2.3,RU,1713742497
321,thunder bay,48.4001,-89.3168,10.99,16,40,7.72,CA,1713742288
322,masinloc,15.5333,120.05,27.22,47,7,0.67,PH,1713742497
323,trairi,-3.2778,-39.2689,25.15,92,85,2.97,BR,1713742320
324,placido de castro,-10.3353,-67.1856,26.36,84,93,1.4,BR,1713742498
325,kuanda,56.3161,116.0806,2.59,89,86,1.29,RU,1713742498
326,ixtapa,20.7,-105.2,26.57,57,0,4.12,MX,1713742498
327,keta,5.9179,0.9879,25.12,82,72,4.89,GH,1713742498
328,mildura,-34.2,142.15,17.82,68,0,1.49,AU,1713742499
329,angaur state,6.906,134.13,28.38,83,100,9.25,PW,1713742499
330,fort mcmurray,56.7268,-111.381,18.77,16,0,2.57,CA,1713742499
331,skikda,36.8762,6.9092,12.2,76,96,2.24,DZ,1713742499
332,kayyerkan,69.3786,87.7439,-19.28,99,92,1.12,RU,1713742500
333,dunedin,-45.8742,170.5036,10.45,81,44,5.36,NZ,1713742438
334,itamaraca,-7.7478,-34.8256,29.03,87,66,2.83,BR,1713742500
335,kostyantynivka,48.5277,37.7069,8.76,71,5,7.34,UA,1713742500
336,hulan ergi,47.2042,123.6333,17.2,44,60,7.6,CN,1713742503
337,vilyuchinsk,52.9306,158.4028,7.15,85,61,0.86,RU,1713742507
338,paramonga,-10.6667,-77.8333,20.99,85,35,3.0,PE,1713742507
339,poddebice,51.8934,18.9573,2.63,89,82,3.23,PL,1713742507
340,christchurch,-43.5333,172.6333,16.06,72,75,6.17,NZ,1713742508
341,fisterra,42.9049,-9.2629,13.75,53,6,8.11,ES,1713742456
342,veraval,20.9,70.3667,25.04,68,58,5.18,IN,1713742512
343,jaisalmer,26.9147,70.9181,26.68,37,53,3.32,IN,1713742512
344,kajaani,64.2273,27.7285,-6.97,79,53,2.57,FI,1713742513
345,letterkenny,54.95,-7.7333,5.37,85,51,1.07,IE,1713742515
346,hays,30.0502,-98.0336,19.66,58,65,6.61,US,1713742516
347,rouissat,31.9243,5.3502,18.04,55,14,10.29,DZ,1713742516
348,mar del plata,-38.0023,-57.5575,15.61,59,0,5.66,AR,1713742031
349,nikol'sk,53.7189,46.0712,15.63,78,88,4.63,RU,1713742518
350,arvayheer,46.2639,102.775,-3.14,53,94,7.02,MN,1713742518
351,shajiang,26.7825,119.9669,19.17,96,100,1.05,CN,1713742518
352,praia da vitoria,38.7333,-27.0667,17.14,82,75,0.73,PT,1713742521
353,bel ombre,-4.6167,55.4167,26.91,89,75,6.17,SC,1713742521
354,kikwit,-5.041,18.8162,23.99,84,72,1.1,CD,1713742521
355,buka,40.8108,69.1986,18.49,59,78,2.32,UZ,1713742521
356,mejit,10.2753,170.8646,27.52,79,86,7.66,MH,1713742523
357,saint-felicien,48.6501,-72.4491,-0.62,74,75,5.66,CA,1713742523
358,cabo san lucas,22.8909,-109.9124,31.45,54,0,6.1,MX,1713742303
359,severobaykal'sk,55.65,109.3167,-0.27,83,99,1.22,RU,1713742525
360,kuusamo,65.9667,29.1833,-6.98,86,100,2.57,FI,1713742526
361,fort st. john,56.2499,-120.8529,13.94,24,75,10.8,CA,1713742496
362,amga,60.8953,131.9608,1.4,86,66,3.36,RU,1713742526
363,yuzhnoural'sk,54.4418,61.2536,14.9,72,100,6.08,RU,1713742526
364,kiunga,-6.1219,141.2906,25.12,97,100,1.19,PG,1713742443
365,zouerate,22.7187,-12.4521,23.21,25,0,5.09,MR,1713742527
366,tura,25.5198,90.2201,23.89,95,33,3.22,IN,1713742527
367,uliastay,47.7417,96.8444,-3.21,40,6,0.42,MN,1713742528
368,nurota,40.5614,65.6886,18.99,51,5,3.49,UZ,1713742529
369,san lawrenz,36.0553,14.204,14.92,82,88,7.38,MT,1713742529
370,northam,51.0333,-4.2167,6.25,81,92,1.34,GB,1713742532
371,subaykhan,34.8544,40.6083,21.46,36,71,5.55,SY,1713742532
372,shimoda,34.6667,138.95,15.2,94,100,8.63,JP,1713742533
373,mount pearl,47.5166,-52.7813,4.36,95,20,4.63,CA,1713742485
374,penzance,50.1186,-5.5371,8.38,70,75,3.81,GB,1713742533
375,beau vallon,-20.4189,57.6953,25.13,94,75,2.57,MU,1713742470
376,wenchang,30.904,118.4887,17.74,87,75,2.84,CN,1713742534
377,sassandra,4.95,-6.0833,26.71,90,39,2.96,CI,1713742534
378,dryden,49.7833,-92.7503,12.16,32,0,6.17,CA,1713742534
379,dalnegorsk,44.5604,135.5701,8.11,89,100,1.34,RU,1713742535
380,nema,57.5067,50.5011,8.73,62,60,4.34,RU,1713742536
381,canarana,-11.6847,-41.7689,21.88,85,89,3.6,BR,1713742537
382,chernogorsk,53.8236,91.2842,3.76,93,40,5.0,RU,1713742538
383,sinazongwe,-17.2614,27.4618,21.42,51,0,2.39,ZM,1713742538
384,uturoa,-16.7333,-151.4333,28.6,69,4,0.5,PF,1713742489
385,harrismith,-28.2728,29.1295,12.77,46,30,1.82,ZA,1713742541
386,makar'yev,57.8797,43.8069,9.7,67,89,5.44,RU,1713742542
387,kavaratti,10.5669,72.642,29.63,75,81,4.44,IN,1713742542
388,vila franca do campo,37.7167,-25.4333,18.27,99,100,1.8,PT,1713742543
389,mafinga,-7.25,35.0667,19.46,83,75,1.43,TZ,1713742543
390,miguel pereira,-22.4539,-43.4689,21.08,93,0,1.27,BR,1713742544
391,dudinka,69.4058,86.1778,-19.07,100,94,0.89,RU,1713742536
392,marks,51.7111,46.7486,15.09,76,97,2.76,RU,1713742545
393,mananjary,-21.2167,48.3333,22.87,96,40,2.45,MG,1713742547
394,barcelos,41.5388,-8.6151,18.8,71,15,1.67,PT,1713742534
395,hancheng,32.5186,112.3522,19.26,66,9,1.29,CN,1713742548
396,usol'ye,59.4268,56.6808,4.37,85,81,2.84,RU,1713742548
397,gebeit,21.0667,36.3167,20.32,39,0,1.96,SD,1713742548
398,pestovo,58.5938,35.8024,8.77,76,100,6.02,RU,1713742548
399,oriximina,-1.7656,-55.8661,23.46,95,100,0.73,BR,1713742269
400,hassleholm,56.1591,13.7664,0.75,90,100,1.7,SE,1713742550
401,salinopolis,-0.6136,-47.3561,26.4,85,100,3.14,BR,1713742550
402,labrador city,52.9463,-66.9114,-1.05,55,40,3.09,CA,1713742551
403,ingeniero guillermo n. juarez,-23.9,-61.85,30.36,53,88,7.52,AR,1713742552
404,ulricehamn,57.7916,13.4142,-1.7,63,76,2.39,SE,1713742553
405,waddan,29.1614,16.139,28.47,11,93,5.57,LY,1713742553
406,muisne,0.6,-80.0333,25.48,87,96,3.56,EC,1713742554
407,lawrenceburg,38.0373,-84.8966,11.32,44,83,4.02,US,1713742476
408,unecha,52.8459,32.6739,8.6,86,68,7.41,RU,1713742555
409,aldama,22.9167,-98.0667,22.66,74,84,8.87,MX,1713742555
410,petrovsk-zabaykal'skiy,51.273,108.843,1.33,71,100,5.34,RU,1713742556
411,kone,-21.0595,164.8658,25.19,84,100,0.74,NC,1713742556
412,traralgon,-38.1833,146.5333,15.36,63,25,0.18,AU,1713742556
413,ta`u,-14.2336,-169.5144,29.08,76,58,6.28,AS,1713742557
414,nazare,-13.035,-39.0144,22.96,99,49,1.62,BR,1713742557
415,ghadamis,30.1337,9.5007,22.61,31,63,4.38,LY,1713742557
416,masterton,-40.9597,175.6575,16.6,59,3,2.16,NZ,1713742557
417,vicuna,-30.0319,-70.7081,13.85,74,100,1.03,CL,1713742272
418,kavieng,-2.5744,150.7967,29.99,67,18,3.61,PG,1713742558
419,tindouf,27.6711,-8.1474,21.25,37,27,5.66,DZ,1713742558
420,chesma,53.8111,60.6533,15.13,75,36,4.26,RU,1713742558
421,riachos,39.4447,-8.5142,16.53,62,5,1.71,PT,1713742559
422,kruisfontein,-34.0033,24.7314,18.82,86,100,1.58,ZA,1713742559
423,siwa oasis,29.2041,25.5195,23.01,25,50,4.8,EG,1713742559
424,panama city beach,30.1766,-85.8055,19.47,79,40,3.09,US,1713742498
425,viedma,-40.8135,-62.9967,11.84,61,87,2.88,AR,1713742560
426,canton,23.1167,113.25,21.97,88,100,1.44,CN,1713742560
427,weno,7.4515,151.8468,30.97,79,75,2.06,FM,1713742560
428,island harbour,50.724,-1.2758,8.29,72,6,1.79,GB,1713742497
429,khanty-mansiysk,61.0042,69.0019,-0.94,80,0,3.0,RU,1713742561
430,desaguadero,-16.5656,-69.0417,9.33,56,12,1.48,PE,1713742562
431,miles city,46.4083,-105.8406,22.54,18,0,6.17,US,1713742564
432,perugorria,-29.3413,-58.6106,24.02,73,71,3.77,AR,1713742564
433,ocampo,21.65,-101.5,26.25,11,9,1.38,MX,1713742565
434,bandarbeyla,9.4942,50.8122,27.79,74,100,1.89,SO,1713742565
435,madang,-5.2246,145.7966,29.84,65,52,0.29,PG,1713742565
436,klaksvik,62.2266,-6.589,6.51,83,92,7.79,FO,1713742567
437,portales,34.1862,-103.3344,14.63,51,75,3.44,US,1713742568
438,puerto ayacucho,5.6639,-67.6236,25.8,92,88,3.76,VE,1713742368
439,brisas de zicatela,15.8369,-97.0419,30.29,66,40,2.57,MX,1713742568
440,spas-demensk,54.4122,34.0226,10.74,91,98,4.35,RU,1713742568
441,north battleford,52.7834,-108.2847,11.05,50,100,9.26,CA,1713742570
442,hobyo,5.3505,48.5268,28.66,74,91,2.7,SO,1713742570
443,dalhart,36.0595,-102.5133,17.01,36,20,6.17,US,1713742570
444,pacific grove,36.6177,-121.9166,23.14,75,0,4.63,US,1713742570
445,mugia,43.1041,-9.2179,13.84,57,7,9.64,ES,1713742573
446,lieksa,63.3167,30.0167,-7.87,94,84,4.39,FI,1713742573
447,noosa heads,-26.3833,153.15,22.28,62,100,10.41,AU,1713742573
448,smara,26.7384,-11.6719,16.56,74,1,4.24,EH,1713742573
449,san pedro pochutla,15.7333,-96.4667,31.84,45,2,2.41,MX,1713742574
450,kampong speu,11.5,104.3333,27.17,75,51,2.07,KH,1713742574
451,dourados,-22.2211,-54.8056,25.91,68,86,2.3,BR,1713742455
452,bakchar,57.0186,82.0711,2.39,95,96,5.17,RU,1713742577
453,el quebrachal,-25.2833,-64.0667,23.54,81,22,0.77,AR,1713742579
454,xilitla,21.3333,-98.9667,19.5,95,98,1.99,MX,1713742579
455,porto novo,6.4965,2.6036,25.9,84,85,2.72,BJ,1713742579
456,sakaiminato,35.55,133.2333,14.96,86,98,4.96,JP,1713742580
457,ponta delgada,37.7333,-25.6667,18.44,88,40,2.57,PT,1713742581
458,tugulym,57.0591,64.6425,5.04,82,84,1.93,RU,1713742582
459,thinadhoo,0.5333,72.9333,29.1,72,86,1.3,MV,1713742554
460,zaozersk,69.4005,32.4476,-15.73,95,55,2.39,RU,1713742583
461,ban karon,7.8477,98.2985,31.55,69,86,3.44,TH,1713742583
462,bonthe,7.5264,-12.505,27.16,87,98,1.8,SL,1713742583
463,robbah,33.2797,6.9098,16.8,56,93,9.65,DZ,1713742584
464,magadan,59.5667,150.8,0.29,86,19,0.9,RU,1713742585
465,saipan,15.1355,145.701,28.39,78,40,7.2,MP,1713742437
466,santana,-0.0583,-51.1817,27.1,89,100,0.0,BR,1713742585
467,manicore,-5.8092,-61.3003,23.39,99,99,1.17,BR,1713742585
468,semnan,35.5729,53.3971,19.3,31,100,2.38,IR,1713742586
469,haiku-pauwela,20.9219,-156.3051,27.9,67,40,11.32,US,1713742587
470,nova vicosa,-17.8919,-39.3719,24.51,89,66,5.04,BR,1713742587
471,tromso,69.6496,18.957,-1.99,50,3,9.26,NO,1713742499
472,puerto aysen,-45.4,-72.7,2.28,96,7,0.74,CL,1713742589
473,hammerfest,70.6634,23.6821,-2.75,59,0,5.66,NO,1713742589
474,katsuren-haebaru,26.3369,127.8719,26.72,89,20,5.66,JP,1713742589
475,vikhorevka,56.1201,101.1636,-2.23,81,79,1.58,RU,1713742290
476,playas,-2.6333,-80.3833,25.26,77,55,2.05,EC,1713742430
477,goure,13.9835,10.2704,31.26,11,68,3.53,NE,1713742590
478,altoona,40.5187,-78.3947,8.24,51,68,2.24,US,1713742222
479,sitka,57.0531,-135.33,10.94,66,100,1.54,US,1713742592
480,gizo,-8.103,156.8419,29.73,71,31,0.85,SB,1713742592
481,port douglas,-16.4833,145.4667,25.98,64,84,6.07,AU,1713742593
482,sauk rapids,45.5919,-94.1661,16.99,20,0,3.6,US,1713742594
483,belmonte,-15.8631,-38.8828,24.56,90,26,2.69,BR,1713742594
484,commentry,46.2921,2.7416,-1.99,98,24,1.24,FR,1713742594
485,antofagasta,-23.65,-70.4,20.6,89,20,2.96,CL,1713742322
486,springbok,-29.6643,17.8865,16.69,47,100,1.68,ZA,1713742595
487,tucurui,-3.7661,-49.6725,24.41,95,99,0.82,BR,1713742425
488,keelung,25.1283,121.7419,25.94,79,98,2.67,TW,1713742597
489,clinton,42.587,-82.9199,12.75,43,20,5.14,US,1713742388
490,sakchu-up,40.3894,125.0467,14.18,68,96,1.66,KP,1713742599
491,la ronge,55.1001,-105.2842,12.14,22,20,4.12,CA,1713742600
492,tobelo,1.7284,128.0095,28.34,82,100,2.55,ID,1713742600
493,ati,13.2154,18.3353,30.59,11,3,4.46,TD,1713742601
494,jackson,42.4165,-122.8345,20.4,33,0,2.06,US,1713742601
495,tianshui,34.5439,105.6897,16.32,58,100,0.83,CN,1713742606
496,ulladulla,-35.35,150.4667,18.22,60,1,2.1,AU,1713742608
497,kamina,-8.7386,24.9906,18.35,94,8,1.14,CD,1713742610
498,adrar,20.5022,-10.0711,24.88,20,0,4.93,MR,1713742610
499,zhoucheng,35.9122,116.3117,18.33,47,26,3.68,CN,1713742610
500,kiruna,67.8557,20.2251,-18.49,92,95,2.06,SE,1713742613
501,los osos,35.3111,-120.8324,30.32,46,0,9.77,US,1713742498
502,djibouti,11.5,42.5,25.41,76,100,4.0,DJ,1713742615
503,harstad,68.799,16.5293,-1.03,58,1,4.91,NO,1713742617
504,minot,48.2325,-101.2963,18.12,15,0,7.2,US,1713742618
505,grand gaube,-20.0064,57.6608,25.22,93,66,3.73,MU,1713742619
506,iwaki,37.05,140.8833,16.74,71,100,2.18,JP,1713742619
507,la maddalena,41.2142,9.4083,13.09,74,1,7.29,IT,1713742619
508,castillos,-34.1667,-53.8333,17.92,96,100,4.78,UY,1713742619
509,malabar,-33.9667,151.25,20.63,66,20,2.57,AU,1713742620
510,celestun,20.8667,-90.4,26.35,81,0,7.96,MX,1713742620
511,neryungri,56.6709,124.6491,-2.67,91,85,2.72,RU,1713742620
512,bodo,67.28,14.405,0.99,46,0,8.75,NO,1713742620
513,vrangel',42.7297,133.0839,6.39,83,100,6.88,RU,1713742621
514,cody,44.5263,-109.0565,19.24,27,100,3.6,US,1713742529
515,illizi,26.4833,8.4667,28.89,9,98,3.32,DZ,1713742621
516,yelanskiy,56.8419,62.5014,8.25,69,89,2.31,RU,1713742621
517,papao,-17.75,-149.55,25.82,72,48,1.28,PF,1713742622
518,taitung city,22.7583,121.1444,26.15,69,20,0.51,TW,1713742622
519,margate,51.3813,1.3862,8.16,69,8,4.02,GB,1713742496
520,coyhaique,-45.5752,-72.0662,3.97,65,0,2.06,CL,1713742622
521,lockwood,45.8191,-108.4149,20.79,22,75,5.66,US,1713742623
522,vuktyl,63.8567,57.3094,-4.94,84,77,4.47,RU,1713742623
523,dinghaicun,26.2847,119.7936,19.51,97,99,0.74,CN,1713742623
524,lambari,-21.9756,-45.3503,15.75,86,0,1.0,BR,1713742624
525,kharovsk,59.9642,40.1912,8.96,67,100,5.83,RU,1713742624
526,mount isa,-20.7333,139.5,21.87,43,57,6.69,AU,1713742398
527,santa terezinha,-29.9002,-50.0904,20.71,79,68,2.68,BR,1713742624
528,tonj,7.2737,28.6822,27.68,53,37,2.99,SS,1713742625
529,sodankyla,67.4167,26.6,-15.4,100,91,0.9,FI,1713742625
530,flin flon,54.7682,-101.865,10.91,32,40,1.54,CA,1713742625
531,ende,-8.8432,121.6623,25.79,89,100,2.24,ID,1713742625
532,macon,39.8667,-88.9668,14.03,30,0,5.66,US,1713742577
533,inarajan village,13.2736,144.7484,30.22,82,22,7.53,GU,1713742629
534,realico,-35.0366,-64.2447,17.16,83,100,6.02,AR,1713742629
535,beijing,39.9075,116.3972,13.94,56,10,1.7,CN,1713742500
536,flying fish cove,-10.4217,105.6791,25.82,100,100,4.63,CX,1713742434
537,ormara,25.2088,64.6357,25.88,81,0,8.49,PK,1713742634
538,omdurman,15.6445,32.4777,31.36,10,85,5.39,SD,1713742634
539,eureka,40.8021,-124.1637,22.04,67,100,4.47,US,1713742634
540,alo,7.4178,6.7371,26.32,82,100,0.88,NG,1713742635
541,zalukokoazhe,43.9039,43.2156,14.9,79,94,0.19,RU,1713742635
542,howard springs,-12.497,131.047,27.68,63,95,4.52,AU,1713742384
543,toliara,-23.35,43.6667,20.35,83,0,3.97,MG,1713742553
544,ivanteyevka,55.9711,37.9208,14.29,93,98,2.24,RU,1713742640
545,yuzhno-kurilsk,44.0306,145.8556,2.43,97,100,4.11,RU,1713742640
546,mazyr,52.0495,29.2456,2.48,96,100,7.89,BY,1713742641
547,at taj,24.2049,23.2857,24.66,17,3,4.75,LY,1713742642
548,igarka,67.4667,86.5833,-14.43,96,100,1.34,RU,1713742449
549,alvand,36.3187,49.1678,9.41,68,100,2.52,IR,1713742645
550,magnitka,55.3475,59.6961,12.26,80,93,2.31,RU,1713742646
551,aguilares,-27.4338,-65.6143,23.43,69,5,2.4,AR,1713742647
552,shush,32.1942,48.2436,23.94,37,34,1.39,IR,1713742648
553,la sierpe,2.8518,-77.6155,24.43,94,99,2.19,CO,1713742649
554,galliano,29.4422,-90.2992,22.0,49,0,7.2,US,1713742650
555,gaalkacyo,6.7697,47.4308,25.64,80,99,3.61,SO,1713742650
556,miranda,3.2499,-76.2281,26.07,92,100,0.65,CO,1713742652
557,laramie,41.3114,-105.5911,16.21,16,0,7.72,US,1713742656
558,geraldton,-28.7667,114.6,15.23,82,0,6.17,AU,1713742656
559,bikenibeu village,1.3673,173.1241,29.98,79,40,3.09,KI,1713742365
560,orsa,54.5153,30.4053,11.0,94,100,5.38,BY,1713742657
561,moramanga,-18.9333,48.2,19.44,93,92,0.33,MG,1713742659
562,telerghma,36.1165,6.3543,8.43,91,54,1.62,DZ,1713742660
563,faya-largeau,17.9257,19.1043,28.64,13,0,1.54,TD,1713742660
564,apatity,67.5641,33.4031,-10.19,89,47,3.61,RU,1713742661
565,yoloten,37.2989,62.3597,22.24,23,7,4.25,TM,1713742661
566,remire-montjoly,4.9167,-52.2667,25.02,100,0,0.51,GF,1713742606
567,tchintabaraden,15.8969,5.7985,31.3,27,0,3.62,NE,1713742661
568,sidhpura,27.6333,78.8833,26.39,28,0,2.55,IN,1713742662
569,watsa,3.0372,29.5355,17.71,84,100,1.26,CD,1713742663
570,kapa'a,22.0752,-159.319,27.99,73,40,7.2,US,1713742664
571,kon tum,14.35,108.0,27.48,59,90,0.55,VN,1713742665
572,berdigestyakh,62.0989,126.6992,-0.8,93,99,3.48,RU,1713742666
573,las veredas,23.1388,-109.7075,33.97,31,0,7.72,MX,1713742541
574,kupang,-10.1667,123.5833,28.32,89,20,3.09,ID,1713742666
575,fortuna,40.5982,-124.1573,16.86,73,0,7.72,US,1713742667
576,kurmuk,10.55,34.2833,26.9,51,26,0.71,SD,1713742667
577,brookings,44.3114,-96.7984,15.21,21,0,5.66,US,1713742638
578,tadine,-21.55,167.8833,23.83,93,100,6.79,NC,1713742667
579,glace bay,46.1969,-59.957,9.38,61,75,1.03,CA,1713742668
580,lashio,22.9333,97.75,21.71,53,9,0.37,MM,1713742668
581,contamana,-7.3333,-75.0167,25.38,86,99,1.2,PE,1713742668
582,tabou,4.423,-7.3528,27.49,85,91,3.47,CI,1713742669
583,debre mark'os,10.35,37.7333,16.15,29,100,2.43,ET,1713742670
584,tyuratam,45.6507,63.3156,18.4,25,97,7.19,KZ,1713742672
585,donskoy,53.9711,38.3363,13.69,85,99,5.21,RU,1713742673
586,amarante do maranhao,-5.5667,-46.7422,23.09,96,93,1.21,BR,1713742676
587,porangatu,-13.4408,-49.1486,25.96,75,98,0.47,BR,1713742678
588,zhigalovo,54.8097,105.1578,1.02,85,100,1.5,RU,1713742678
589,poyarkovo,49.6,128.6833,12.22,45,89,9.74,RU,1713742678
590,rustaq,23.3908,57.4244,25.62,52,0,0.77,OM,1713742679
591,marsh harbour,26.5412,-77.0636,24.39,72,0,6.27,BS,1713742577
592,chipinge,-20.1883,32.6236,13.71,68,0,1.51,ZW,1713742681
593,medina,24.4686,39.6142,26.24,12,0,2.06,SA,1713742168
